2026-02-25 19:01:59.991862,0,0
2026-02-25 19:01:59.991862,1,1
2026-02-25 19:01:59.991862,2,1
2026-02-25 19:01:59.991862,3,2
2026-02-25 19:01:59.991862,4,3
2026-02-25 19:01:59.991862,5,5
2026-02-25 19:01:59.991862,6,8
2026-02-25 19:01:59.991862,7,13
2026-02-25 19:01:59.991862,8,21
2026-02-25 19:01:59.991862,9,34
2026-02-25 19:02:30.089246,0,0
2026-02-25 19:02:30.089246,1,1
2026-02-25 19:02:30.089246,2,1
2026-02-25 19:02:30.089246,3,2
2026-02-25 19:02:30.089246,4,3
2026-02-25 19:02:30.089246,5,5
2026-02-25 19:02:30.089246,6,8
2026-02-25 19:02:30.089246,7,13
2026-02-25 19:02:30.089246,8,21
2026-02-25 19:02:30.089246,9,34
2026-02-25 19:02:30.089246,10,55
2026-02-25 19:02:30.089246,11,89
2026-02-25 19:02:30.089246,12,144
2026-02-25 19:02:30.089246,13,233
2026-02-25 19:02:30.089246,14,377
2026-02-25 19:02:30.089246,15,610
2026-02-25 19:02:30.089246,16,987
2026-02-25 19:02:30.089246,17,1597
2026-02-25 19:02:30.089246,18,2584
2026-02-25 19:02:30.089246,19,4181
2026-02-25 19:10:33.296538,0,0
2026-02-25 19:10:33.296538,1,1
2026-02-25 19:10:33.296538,2,1
2026-02-25 19:10:33.296538,3,2
2026-02-25 19:10:33.296538,4,3
2026-02-25 19:10:33.296538,5,5
2026-02-25 19:10:33.296538,6,8
2026-02-25 19:10:33.296538,7,13
2026-02-25 19:10:33.296538,8,21
2026-02-25 19:10:33.296538,9,34
2026-02-25 19:10:33.296538,10,55
2026-02-25 19:10:33.296538,11,89
2026-02-25 19:10:33.296538,12,144
2026-02-25 19:10:33.296538,13,233
2026-02-25 19:10:33.296538,14,377
2026-02-25 19:10:33.296538,15,610
2026-02-25 19:10:33.296538,16,987
2026-02-25 19:10:33.296538,17,1597
2026-02-25 19:10:33.296538,18,2584
2026-02-25 19:10:33.296538,19,4181
2026-02-25 19:39:44.270910,0,0
2026-02-25 19:39:44.270910,1,1
2026-02-25 19:39:44.270910,2,1
2026-02-25 19:39:44.270910,3,2
2026-02-25 19:39:44.270910,4,3
2026-02-25 19:39:44.270910,5,5
2026-02-25 19:39:44.270910,6,8
2026-02-25 19:39:44.270910,7,13
2026-02-25 19:39:44.270910,8,21
2026-02-25 19:39:44.270910,9,34
2026-02-25 19:39:44.270910,10,55
2026-02-25 19:39:44.270910,11,89
2026-02-25 19:39:44.270910,12,144
2026-02-25 19:39:44.270910,13,233
2026-02-25 19:39:44.270910,14,377
2026-02-25 19:39:44.270910,15,610
2026-02-25 19:39:44.270910,16,987
2026-02-25 19:39:44.270910,17,1597
2026-02-25 19:39:44.270910,18,2584
2026-02-25 19:39:44.270910,19,4181
2026-02-25 19:39:44.270910,20,6765
2026-02-25 19:39:44.270910,21,10946
2026-02-25 19:39:44.270910,22,17711
2026-02-25 19:39:44.270910,23,28657
2026-02-25 19:39:44.270910,24,46368
2026-02-25 19:39:44.270910,25,75025
2026-02-25 19:39:44.270910,26,121393
2026-02-25 19:39:44.270910,27,196418
2026-02-25 19:39:44.270910,28,317811
2026-02-25 19:39:44.270910,29,514229
2026-02-25 19:39:44.270910,30,832040
2026-02-25 19:39:44.270910,31,1346269
2026-02-25 19:39:44.270910,32,2178309
2026-02-25 19:39:44.270910,33,3524578
2026-02-25 19:39:44.270910,34,5702887
2026-02-25 19:39:44.270910,35,9227465
2026-02-25 19:39:44.270910,36,14930352
2026-02-25 19:39:44.270910,37,24157817
2026-02-25 19:39:44.270910,38,39088169
2026-02-25 19:39:44.270910,39,63245986
2026-02-25 19:39:44.270910,40,102334155
2026-02-25 19:39:44.270910,41,165580141
2026-02-25 19:39:44.270910,42,267914296
2026-02-25 19:39:44.270910,43,433494437
2026-02-25 19:39:44.270910,44,701408733
2026-02-25 19:39:44.270910,45,1134903170
2026-02-25 19:39:44.270910,46,1836311903
2026-02-25 19:39:44.270910,47,2971215073
2026-02-25 19:39:44.270910,48,4807526976
2026-02-25 19:39:44.270910,49,7778742049
